appliesTo,key,editorKind,sourceKind,quality,description
Techno,AmerParaDropInf,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AmerParaDropInf / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AmerParaDropNum,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AmerParaDropNum / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Ammo.AutoConvertMaximumAmount,Integer,Phobos,community-reference-inferred-phobos-20260603,推断型字段：Ammo.AutoConvertMaximumAmount / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于数值阈值、间隔、次数或概率参数，并可能涉及部署、运输、乘员或形态切换。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Ammo.AutoConvertMinimumAmount,Integer,Phobos,community-reference-inferred-phobos-20260603,推断型字段：Ammo.AutoConvertMinimumAmount / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于数值阈值、间隔、次数或概率参数，并可能涉及部署、运输、乘员或形态切换。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Ammo.AutoConvertType,Reference,Phobos,community-reference-inferred-phobos-20260603,推断型字段：Ammo.AutoConvertType / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于部署、运输、乘员或形态切换。通常引用另一类 INI 对象或资源 ID。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AmmoCrateDamage,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AmmoCrateDamage / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率，并可能涉及数值阈值、间隔、次数或概率参数。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AmmoPipFrame,Integer,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AmmoPipFrame / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AmmoPipOffset,Text,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AmmoPipOffset / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AmmoPipSize,Text,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AmmoPipSize / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AmmoPipWrapStartFrame,Integer,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AmmoPipWrapStartFrame / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AnimationProbability,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AnimationProbability / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现，并可能涉及超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AnimationRate,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AnimationRate / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现，并可能涉及移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AntiXXXValue,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AntiXXXValue / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,ApproachTargetResetMultiplier,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：ApproachTargetResetMultiplier / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AreaGuardRange,Integer,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AreaGuardRange / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及武器、开火或投射表现。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,ArmorDefensesMult,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：ArmorDefensesMult / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Artillary,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Artillary / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AssaultAnim,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AssaultAnim / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AtmosphereEntry,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AtmosphereEntry / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AtomDamage,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AtomDamage / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AttachedParticleSystem,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AttachedParticleSystem / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AttackCursorOnDisguise,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AttackCursorOnDisguise / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现，并可能涉及超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AttackCursorOnFriendlies,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AttackCursorOnFriendlies / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现，并可能涉及超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AttackFriendlies,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AttackFriendlies / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AttackingAircraftSightRange,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AttackingAircraftSightRange / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及武器、开火或投射表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AutoCrush,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AutoCrush / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AutoTarget.NoThreatBuildings,Boolean,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AutoTarget.NoThreatBuildings / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及建造条件、阵营可用性或生产经济。通常按 yes/no 布尔值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AutoTargetAI.NoThreatBuildings,Boolean,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AutoTargetAI.NoThreatBuildings / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及建造条件、阵营可用性或生产经济。通常按 yes/no 布尔值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
