Key,AppliesTo,EditorKind,SourceKind,CurrentQuality,CurrentTrustBucket,DescriptionShape,DescriptionSha256,SourceCount,SameKeyHigherQualityElsewhere,HigherQualityContexts,ProposedDisposition,ReviewReason
DeployDir,Vehicle,Integer,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,368ADB78BAC7BF1863A3DE3A347B773840D4F17D3D178884D2A043EEF0698536,2,True,Global,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
Deployed,ArtObject,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,6B66EBDECE008B39941F4417CF31BB53B9D548584A32EAC0EEB721FCB7019A01,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
DeployedCrushable,Techno,Text,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,00BF513D7CB433EED0B4E4837F9564E6375F1CECFA01002DC6138B8D2911B7FB,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range ActivateSound..DeployedFire. Source metadata alone is insufficient because extraction produced context errors.
DeployedFire,ArtObject,Integer,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,1E1E36C44ABE026DE196CE6DFD773CCA8AF8B0448B4A813A744D2C559260F396,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range ActivateSound..DeployedFire. Source metadata alone is insufficient because extraction produced context errors.
DeployedIdle,ArtObject,Integer,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,77268A2E5801B0DFF55E964F3358EACDD26ABF3BC5C07D351ABFC7A527410C1B,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
DeployedPrimaryFireFLH,Building,Integer,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,08A263504D86D71C96C389C958D322BF216F92061D1C52B35C7B283D80C4267A,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
DeployedSecondaryFireFLH,Building,Integer,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,EECA41D1738C2B5657A1EBFCDD0ED423B5C71C9958A8FFF67E7CFE75B42ED8C3,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
Deployer,AI,Text,Yuri,source-verified-legacy-guardrail-ai-schema-recheck-20260603,VerifiedGuardrail,SpecificOrNeedsReview,63D63471888056C49ECE6C626DBF8B0C91E72BA26D5057BF4AE96BCF76099201,1,True,Infantry,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
Deployer,Techno,Text,Yuri,source-verified-legacy-guardrail-ai-schema-recheck-20260603,VerifiedGuardrail,SpecificOrNeedsReview,562834B89DFE3786324EBFFF1802B3CA4F555275F15918A6F6F6D59C5F562419,1,True,Infantry,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
DeployingAnim.KeepUnitVisible,Vehicle,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
DeployingAnim.ReverseForUndeploy,Vehicle,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
DeployingAnim.UseUnitDrawer,Vehicle,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
DeployingAnims,Vehicle,Reference,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,F60D3272EB440547785E2C8B10E59CAFB27E12494918CFF24759F5D5297D0EE8,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
DeploySound,Global,Text,Yuri,auto-extracted,AutoExtracted,ShortDescription,408B62DD70AC3FE9748E80194728A467966F8D8ED4F64D2249AF7FEA37401511,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
DeploySound,Techno,Reference,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,A3BBD3DDB10A0AE92D57B9EFC525A924D65F6881E13976DAA2A7CA225B3BF3ED,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range CustomGS..GUITabSound.
DeployToFire,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,DD120CB7EB4EB37315AC584677EE92DCAC46F201D9FE78AA447B0EE6DFAC0933,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range CustomGS..GUITabSound.
DestroyableBridges,Global,Boolean,Yuri,source-assisted-general-global-p1-20260603,Inferred,SpecificOrNeedsReview,EF8BCDB55544CECDA13998FBB21F892568101C16E6D4A96C7F2EBC82B7CD8F9F,2,False,,RetainReviewed,Specific non-template inferred row retained with its existing recognized Inferred trust state; no source-verified promotion was claimed.
DestroyAnim,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,37D91BD024E5CE947FAD3C0E986A98E8935EDE882B26E184241745D8A0104F8A,2,True,Terrain,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range CustomGS..GUITabSound.
DestroyAnim,Vehicle,Reference,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,AFBC4A8C904D97A60645997BBFF5D75EC732773A1B0EDBF4F9B367DAE7C68554,2,True,Terrain,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
DestroyAnim.Random,Vehicle,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
DestroyParticleSystems,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,92B3EE6A6C2713E684E4249C19B734E2A45B1B17EA990FAF77422E262E7BC3D5,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range CustomGS..GUITabSound.
DestroySmokeOffset,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,8F28149E4D4763058780D6FE5C9B772B77D0F1C5B59DB5F47793624F9182E035,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range CustomGS..GUITabSound.
DestroySound,Terrain,Reference,Phobos,auto-extracted,AutoExtracted,ShortDescription,2393C29131E5FF4EF5CC4DD73A2ABA3404D73FD4ADC2380799EACEB9CD637756,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
DestroyWalls,Global,Boolean,Yuri,source-assisted-general-global-p1-20260603,Inferred,SpecificOrNeedsReview,EF8BCDB55544CECDA13998FBB21F892568101C16E6D4A96C7F2EBC82B7CD8F9F,2,False,,RetainReviewed,Specific non-template inferred row retained with its existing recognized Inferred trust state; no source-verified promotion was claimed.
DestroyWalls,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,CC8BE0C344F531409A5654AFF0D161A63878F1E21E9555C3F3E70940CE62461D,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range CustomGS..GUITabSound.
DetachedReport,Animation,Reference,Phobos,auto-extracted,AutoExtracted,ShortDescription,2393C29131E5FF4EF5CC4DD73A2ABA3404D73FD4ADC2380799EACEB9CD637756,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
DetailBufferZoneWidth,Global,Integer,Yuri,community-reviewed-camera-timing-p0-20260603,Unknown,SpecificOrNeedsReview,3CDF075C03A466766CCB38AAC6BB96973241B458C6D8EDE586BB90FEAC738656,2,False,,RetainReviewed,Specific community-reviewed row retained; quality normalized to the existing manual-curated trust family without changing field identity or description.
DetailBufferZoneWidth,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,24262A3670CD622719F7E653D92BA2B8E7C7801AD5860B982148A850115F7ADD,2,True,Global,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range CustomGS..GUITabSound.
DetailLevel,ArtObject,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,5B61C9F21708B402BC53C10275BC3A5CD2A6A46FAC391387C87049705C66D8E1,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
DetailMinFrameRateMovie,Global,Integer,Yuri,community-reviewed-camera-timing-p0-20260603,Unknown,SpecificOrNeedsReview,C0183308E23CB564D6C5C0B926D116B54BB98A1F2AD49D3E23E591D82D4E9929,2,False,,RetainReviewed,Specific community-reviewed row retained; quality normalized to the existing manual-curated trust family without changing field identity or description.
DetailMinFrameRateMovie,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,C44DB802D14016B37BEA701B6FA97F537ACBFDB7D8858FC5320C9096524C5B86,2,True,Global,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range CustomGS..GUITabSound.
DetailMinFrameRateNormal,Global,Integer,Yuri,community-reviewed-camera-timing-p0-20260603,Unknown,SpecificOrNeedsReview,489E0A211046C8713B8F9DB52CB125FAA99B236F5FDEF7FA1BFFD123268BA95E,2,False,,RetainReviewed,Specific community-reviewed row retained; quality normalized to the existing manual-curated trust family without changing field identity or description.
DetailMinFrameRateNormal,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,F1A5E41EC7A679A6E46708B0731F831D6797B5751094CF4FC176E4DEC92C1128,2,True,Global,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range CustomGS..GUITabSound.
DetectDisguiseRange,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,E5F8F5EE1A4C919AAA846A2577ED6C1544E666A7BE00519FDE4E46098DD97EC6,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range CustomGS..GUITabSound.
DetectionDistance,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,FD974976DE597C85A344D2B1D1BAC0D0F48E6389FF8244C37E5280328E3152CC,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range CustomGS..GUITabSound.
Detonate.AtFirer,SuperWeapon,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
Detonate.Warhead.Full,SuperWeapon,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
Detonate.Weapon,SuperWeapon,Reference,Phobos,auto-extracted,AutoExtracted,ShortDescription,C99EEC159A1E301AB8BB4EDA45506FE58064FDC224CA408980A0BE47A9A5C065,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
DetonateOnAllMapObjects,Warhead,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
DetonateOnAllMapObjects.AffectsHouse,Warhead,MultiSelect,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,F0DEE4F2B1262A24A109C406645CC6FF9007C017B47CD9CBFA505FEF53DF1AB6,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
DetonateOnAllMapObjects.AffectsTarget,Warhead,MultiSelect,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,9D57FCBFE412DFB9954992DBB1065B3D132734EBE2760C8FD87F4B5EAC00E186,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
DetonateOnAllMapObjects.AffectTypes,Warhead,Reference,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,FB0AED72C33A7A1524FA69156BC3E9C64731A9E5CF9236F7514D480CDEC623A2,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
DetonateOnAllMapObjects.Full,Warhead,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
DetonateOnAllMapObjects.IgnoreTypes,Warhead,Reference,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,A3C3352DB5794CAB8FBF2C4AE18196A1340FEDD0C460BADDEAF2290498A32978,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
DetonateOnAllMapObjects.RequireVerses,Warhead,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
